代碼,商品,買進,賣出,成交,漲跌,漲幅%,總量,內外盤比%,外資買賣超,投信買賣超,自營商買賣超,法人買賣超,控盤者買進,控盤者賣出,控盤者買賣超,控盤者買賣超比,控盤者主動買賣超,控盤者拉高買盤,控盤者作多買盤,控盤者偏空賣盤,控盤者殺低賣盤,控盤者主動買力,控盤者主動賣力,實戶買進,實戶賣出,實戶買賣超,散戶買進,散戶賣出,散戶買賣超,PE(市盈率),營收,營收期增率%,營收年增率%,營收(12),盈餘,毛利率%,ROE%,殖利率%,融資使用率%,融資餘額,股本
1101,台泥,24.15,24.2,24.2,0.05,0.21,19918,41.4,-8004,137,-130,-7997,13742,15856,-2114,-0.11,232,4840,0,0,4608,0.24,0.23,1201,1290,-89,5077,2874,2203,--,12213.2,-1.61,-3.69,148481.34,0.1,18.72,0.4,3.31,1.67,31347,752.32
1102,亞泥,34.9,34.95,34.95,0.45,1.3,5945,48.79,-2,596,-321,273,4853,4642,211,0.04,4028,4291,562,825,0,0.81,0.14,398,458,-60,711,862,-151,11.73,5694.46,6.45,-9.27,68693.16,0.56,12.96,0.89,6.58,0.15,1369,354.66
1103,嘉泥,13.05,13.1,13.05,0.05,0.38,200,50.75,-65,0,-8,-73,0,0,0,0,0,0,0,0,0,0,0,69,40,29,138,167,-29,19.77,207.62,-14.46,-23.55,2887.3,0.08,21.15,0.27,4.21,2.08,4105,79.02
1104,環泥,27.5,27.65,27.5,0.1,0.36,543,41.77,-103,0,-20,-123,37,42,-5,-0.01,37,37,0,0,0,0.07,0,96,171,-75,425,345,80,10.74,635.96,9.5,-8.98,7689.7,0.41,27.95,1.14,6.73,0.64,1096,68.67
1108,幸福,13.75,13.8,13.75,-0.05,-0.36,95,38.95,-24,0,-1,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,6.81,322.87,-6.92,-21.38,4130.96,0.17,16.14,1.23,7.27,0.76,765,40.47
1109,信大,14.6,14.65,14.65,0.05,0.34,94,64.52,-10,0,-1,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,102,0,18.54,340.19,8.34,-21.62,4203.15,0.01,6.23,-0.15,6.14,0.37,312,34.12
1110,東泥,14.2,14.25,14.2,0.3,2.16,299,59.66,-13,0,-1,-14,160,150,10,0.03,85,85,75,75,0,0.54,0.25,0,0,0,139,149,-10,44.38,237.55,5.8,-10.21,2666.66,0.05,14.33,0.26,2.11,1.95,2782,57.2
1201,味全,12.05,12.1,12.1,0,0,254,38.02,-36,0,0,-36,0,0,0,0,0,0,0,0,0,0,0,0,43,-43,263,220,43,31.03,1793.56,6.46,-3.42,21564.35,0.2,27.41,1.32,1.74,1,1265,50.61
1203,味王,41.9,42.5,42.65,1,2.4,57,73.68,-8,0,-1,-9,30,29,1,0.02,30,30,0,0,0,0.49,0,0,0,0,31,32,-1,25.09,437.7,-5.83,-12.21,5340.21,0.49,34.47,2.41,2.34,0.01,6,24
1210,大成,52.9,53,52.9,-0.1,-0.19,1488,24.44,-53,-51,-6,-110,862,1001,-139,-0.09,388,718,0,0,330,0.48,0.22,208,174,34,436,331,105,13.39,9098.46,-1.21,4.32,103978.56,0.94,14.07,2.77,5.67,0.86,1917,89.48
