代碼,商品,買進,賣出,成交,漲跌,漲幅%,總量,內外盤比%,外資買賣超,投信買賣超,自營商買賣超,法人買賣超,控盤者買進,控盤者賣出,控盤者買賣超,控盤者買賣超比,控盤者主動買賣超,控盤者拉高買盤,控盤者作多買盤,控盤者偏空賣盤,控盤者殺低賣盤,控盤者主動買力,控盤者主動賣力,實戶買進,實戶賣出,實戶買賣超,散戶買進,散戶賣出,散戶買賣超,PE(市盈率),營收,營收期增率%,營收年增率%,營收(12),盈餘,毛利率%,ROE%,殖利率%,融資使用率%,融資餘額,股本
1101,台泥,24.65,24.7,24.65,0.1,0.41,32910,40.56,302,694,-52,944,27655,23531,4124,0.12,18236,21391,0,0,3155,0.65,0.1,1219,3050,-1831,4195,6487,-2292,--,12213.2,-1.61,-3.69,148481.34,0.1,18.72,0.4,3.25,1.67,31471,752.32
1102,亞泥,33.8,33.85,33.8,0,0,26291,60.62,-2196,-174,51,-2319,23128,23085,43,0,22089,22591,240,278,464,0.87,0.03,838,912,-74,2370,2338,32,11.34,5694.46,6.45,-9.27,68693.16,0.56,12.96,0.89,6.8,0.25,2248,354.66
1103,嘉泥,13.25,13.3,13.25,-0.05,-0.38,559,32.9,-21,0,-6,-27,0,0,0,0,0,0,0,0,0,0,0,100,87,13,470,483,-13,20.08,207.62,-14.46,-23.55,2887.3,0.08,21.15,0.27,4.15,2.08,4104,83.29
1104,環泥,28.6,28.65,28.6,0.7,2.51,1189,54.92,-154,0,-5,-159,84,55,29,0.02,84,84,0,0,0,0.07,0,293,291,2,830,861,-31,11.17,635.96,9.5,-8.98,7689.7,0.41,27.95,1.14,6.47,0.74,1266,68.67
1108,幸福,13.75,13.8,13.8,0,0,299,45.49,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,55,-15,261,246,15,6.83,322.87,-6.92,-21.38,4130.96,0.17,16.14,1.23,7.25,0.74,752,40.47
1109,信大,14.65,14.7,14.65,0,0,91,47.06,1,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,18.54,340.19,8.34,-21.62,4203.15,0.01,6.23,-0.15,6.14,0.36,310,34.12
1110,東泥,14.45,14.5,14.5,-0.1,-0.68,165,54.94,6,0,-7,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,45.31,237.55,5.8,-10.21,2666.66,0.05,14.33,0.26,2.07,2,2857,57.2
1201,味全,12.2,12.25,12.2,-0.1,-0.81,582,45.74,-248,0,-1,-249,0,95,-95,-0.16,-95,0,0,0,95,0,0.16,0,56,-56,594,443,151,31.28,1793.56,6.46,-3.42,21564.35,0.2,27.41,1.32,1.72,1.09,1382,50.61
1203,味王,42.75,44.3,44.15,0.5,1.15,17,76.47,7,0,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,25.97,437.7,-5.83,-12.21,5340.21,0.49,34.47,2.41,2.27,0,2,24
1210,大成,52.8,52.9,52.8,0.3,0.57,10278,69.28,-5477,5379,-29,-127,7804,8116,-312,-0.03,3733,6101,295,247,2416,0.62,0.26,810,766,44,1715,1447,268,13.37,9098.46,-1.21,4.32,103978.56,0.94,14.07,2.77,5.68,0.64,1426,89.48
1213,大飲,8.3,8.44,8.44,-0.06,-0.71,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,--,25.4,8.92,0.97,308.55,-0.37,-2,-3.29,0,--,0,5.66
1215,卜蜂,117.5,118,117.5,-4,-3.29,4379,21.89,169,-1752,-1,-1584,1989,3768,-1779,-0.39,-3768,0,0,0,3768,0,0.83,681,275,406,1868,495,1373,12.66,2316.77,-7.75,-2.92,28841.27,1.26,17.75,3.12,5.96,0.57,418,29.48
1216,統一,74.1,74.3,74.2,0.5,0.68,25712,54.98,-10590,10716,-135,-9,21555,21482,73,0,5188,13422,1883,1701,8416,0.59,0.39,1330,1420,-90,2950,2933,17,20.05,57480.11,0.18,2.26,679885.44,1.15,33.78,4.5,4.04,0.08,1113,568.2
1217,愛之味,9.83,9.84,9.84,0.02,0.2,864,53.57,161,0,-1,160,0,0,0,0,0,0,0,0,0,0,0,109,0,109,770,879,-109,20.5,396.67,3.15,5.27,5036.36,-0.13,26.35,-0.76,2.54,1.08,1330,49.45
1218,泰山,19.35,19.4,19.4,0.1,0.52,1317,58.96,327,0,-19,308,169,154,15,0.01,114,169,0,0,55,0.13,0.04,320,288,32,842,889,-47,12.93,844.39,-3.2,6.37,10321.74,0.32,17.14,1.24,6.8,1.17,1463,50
1219,福壽,12.7,12.75,12.75,0.05,0.39,511,45.58,-163,0,-13,-176,0,88,-88,-0.17,0,0,0,0,0,0,0,0,46,-46,519,385,134,27.13,1221.79,-6.3,1.21,14422.57,0.11,7.81,-0.08,3.92,0.66,559,34.12
