代碼,商品,買進,賣出,成交,漲跌,漲幅%,總量,內外盤比%,外資買賣超,投信買賣超,自營商買賣超,法人買賣超,控盤者買進,控盤者賣出,控盤者買賣超,控盤者買賣超比,控盤者主動買賣超,控盤者拉高買盤,控盤者作多買盤,控盤者偏空賣盤,控盤者殺低賣盤,控盤者主動買力,控盤者主動賣力,實戶買進,實戶賣出,實戶買賣超,散戶買進,散戶賣出,散戶買賣超,PE(市盈率),營收,營收期增率%,營收年增率%,營收(12),盈餘,毛利率%,ROE%,殖利率%,融資使用率%,融資餘額,股本
1240,茂生農經,58,58.3,57.7,-0.4,-0.69,14,0,0,0,-7,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,12.36,236.45,-11.88,11.59,2774.69,0.89,12.79,2.4,6.07,0.2,22,4.42
1259,安心,56.8,57.1,56.8,0.5,0.89,26,7.69,-5,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,10,0,10,16,26,-10,25.36,488.5,-5.66,1.96,6125.47,0.06,22.76,0.07,2.11,0.56,45,3.24
1264,德麥,273,273.5,273,0,0,14,42.86,-4,0,-3,-7,0,0,0,0,0,0,0,0,0,0,0,2,6,-4,15,11,4,13.14,630.34,12.03,11.03,6848.17,5.5,33.22,5.4,5.49,0,0,3.71
1268,漢來美食,170.5,171.5,171.5,4,2.39,140,58.57,-3,0,1,-2,93,43,50,0.35,93,93,0,0,0,0.65,0,13,30,-17,38,71,-33,14.78,514.78,-11.85,25.42,6584.17,5.87,48.89,10.21,4.66,0.18,19,4.22
1294,漢田生技,77.7,78.2,77.8,0.1,0.13,15,6.67,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,15.91,76.65,0.71,5.99,836.25,1.41,36.8,5.01,6.43,1.9,145,3.06
1295,生合,51.4,52.1,51.9,0.9,1.76,38,63.16,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,11.93,104.39,31.5,-10.24,1007.57,0.39,47.44,1.03,5.78,1.81,156,3.45
1336,台翰,13.1,13.15,13.1,0.05,0.38,119,52.94,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120,0,35.41,203.81,-4.85,-8.9,2411.46,0.1,12.26,0.4,1.98,13.45,2609,7.76
1565,精華,94.9,95,94.9,-1.6,-1.66,155,23.84,-81,0,-2,-83,0,0,0,0,0,0,0,0,0,0,0,0,40,-40,159,119,40,13.58,303.81,-0.43,-16.62,3844.85,1.39,20.32,1.09,6.11,8.51,1073,5.04
1569,濱川,52.7,52.8,52.7,1.8,3.54,1267,43.25,-88,0,24,-64,93,115,-22,-0.02,93,73,20,0,0,0.07,0,247,304,-57,939,860,79,--,266.77,-28.54,-10.79,3214.15,-0.73,7.14,-3.1,0,46.94,14250,14.42
1570,力肯,41.95,42.1,42.1,2.5,6.31,646,77.36,212,0,0,212,0,25,-25,-0.04,0,0,0,0,0,0,0,117,33,84,535,594,-59,107.95,55.52,6.43,17.38,500.17,0.23,22.61,1.18,2.38,18.21,2344,5.15
