代碼,商品,買進,賣出,成交,漲跌,漲幅%,總量,內外盤比%,外資買賣超,投信買賣超,自營商買賣超,法人買賣超,控盤者買進,控盤者賣出,控盤者買賣超,控盤者買賣超比,控盤者主動買賣超,控盤者拉高買盤,控盤者作多買盤,控盤者偏空賣盤,控盤者殺低賣盤,控盤者主動買力,控盤者主動賣力,實戶買進,實戶賣出,實戶買賣超,散戶買進,散戶賣出,散戶買賣超,PE(市盈率),營收,營收期增率%,營收年增率%,營收(12),盈餘,毛利率%,ROE%,殖利率%,融資使用率%,融資餘額,股本
1101,台泥,24.25,24.3,24.3,0.2,0.83,33551,56.45,-5154,5,248,-4901,21246,22098,-852,-0.03,-2466,9172,0,0,11638,0.27,0.34,3205,3281,-76,9336,8408,928,--,12213.2,-1.61,-3.69,148481.34,0.1,18.72,0.4,3.29,1.63,30595,752.32
1102,亞泥,33.55,33.65,33.6,-0.8,-2.33,26328,40.04,-18189,-533,-18,-18740,13292,24961,-11669,-0.44,-24889,35,0,0,24924,0,0.94,2832,463,2369,10333,1034,9299,11.28,5694.46,6.45,-9.27,68693.16,0.56,12.96,0.89,6.85,0.21,1900,354.66
1103,嘉泥,13.15,13.2,13.2,0.1,0.76,404,57.88,133,0,1,134,0,0,0,0,0,0,0,0,0,0,0,139,60,79,275,354,-79,20,207.62,-14.46,-23.55,2887.3,0.08,21.15,0.27,4.17,2.08,4111,79.02
1104,環泥,27.55,27.6,27.55,0,0,808,43.42,-360,0,0,-360,0,162,-162,-0.2,-162,0,0,0,162,0,0.2,127,184,-57,693,475,218,10.76,635.96,9.5,-8.98,7689.7,0.41,27.95,1.14,6.72,0.65,1124,68.67
1108,幸福,13.45,13.55,13.5,-0.05,-0.37,404,21.85,-174,0,0,-174,0,0,0,0,0,0,0,0,0,0,0,50,85,-35,358,323,35,6.68,322.87,-6.92,-21.38,4130.96,0.17,16.14,1.23,7.41,0.81,824,40.47
1109,信大,14.4,14.45,14.4,-0.15,-1.03,395,34.79,53,0,16,69,76,178,-102,-0.25,-178,0,0,0,178,0,0.44,95,45,50,233,181,52,18.23,340.19,8.34,-21.62,4203.15,0.01,6.23,-0.15,6.25,0.36,308,34.12
1110,東泥,14,14.05,14,-0.2,-1.41,505,49.21,-20,0,-2,-22,240,238,2,0,-238,0,0,0,238,0,0.47,50,53,-3,216,215,1,43.75,237.55,5.8,-10.21,2666.66,0.05,14.33,0.26,2.14,2.02,2884,57.2
1201,味全,11.95,12,12,-0.05,-0.41,924,57.19,-126,0,0,-126,200,320,-120,-0.13,-320,0,0,0,320,0,0.34,96,150,-54,656,482,174,30.77,1793.56,6.46,-3.42,21564.35,0.2,27.41,1.32,1.75,1.04,1318,50.61
1203,味王,42.3,42.95,42.6,0,0,52,69.23,-1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,30,20,10,24,34,-10,25.06,437.7,-5.83,-12.21,5340.21,0.49,34.47,2.41,2.35,0.01,6,24
1210,大成,52.1,52.2,52.1,-0.3,-0.57,2560,39.59,-1115,-6,1,-1120,1106,1807,-701,-0.27,-1785,0,0,0,1785,0,0.69,515,261,254,980,533,447,13.19,9098.46,-1.21,4.32,103978.56,0.94,14.07,2.77,5.76,0.91,2043,89.48
