代碼,商品,買進,賣出,成交,漲跌,漲幅%,總量,內外盤比%,外資買賣超,投信買賣超,自營商買賣超,法人買賣超,控盤者買進,控盤者賣出,控盤者買賣超,控盤者買賣超比,控盤者主動買賣超,控盤者拉高買盤,控盤者作多買盤,控盤者偏空賣盤,控盤者殺低賣盤,控盤者主動買力,控盤者主動賣力,實戶買進,實戶賣出,實戶買賣超,散戶買進,散戶賣出,散戶買賣超,PE(市盈率),營收,營收期增率%,營收年增率%,營收(12),盈餘,毛利率%,ROE%,殖利率%,融資使用率%,融資餘額,股本
1101,台泥,24.1,24.15,24.1,-0.45,-1.83,30043,32.05,-13077,-5,144,-12938,20422,24019,-3597,-0.12,-23443,293,0,0,23736,0.01,0.79,1919,1756,163,7893,4460,3433,--,12213.2,-1.61,-3.69,148481.34,0.1,18.72,0.4,3.32,1.66,31175,752.32
1102,亞泥,34.35,34.4,34.35,-0.85,-2.41,11229,36.95,-6916,-194,-74,-7184,5873,9649,-3776,-0.33,-9612,0,0,0,9612,0,0.85,1049,735,314,4371,908,3463,11.53,5694.46,6.45,-9.27,68693.16,0.56,13,0.89,6.7,0.16,1416,354.66
1103,嘉泥,12.95,13.05,12.95,-0.1,-0.77,414,30,-193,0,-1,-194,77,0,77,0.18,0,0,0,0,0,0,0,0,70,-70,344,351,-7,19.62,207.62,-14.46,-23.55,2887.3,0.08,21.15,0.27,4.25,2.09,4132,79.02
1104,環泥,27.35,27.4,27.35,-0.55,-1.97,1693,9.51,-399,0,3,-396,300,583,-283,-0.16,-583,0,0,0,583,0,0.33,74,572,-498,1368,587,781,10.68,635.96,9.5,-8.98,7689.7,0.41,27.95,1.14,6.76,0.61,1039,68.67
1108,幸福,13.85,13.9,13.85,-0.1,-0.72,589,24.13,-157,0,0,-157,200,0,200,0.34,100,100,0,0,0,0.17,0,40,276,-236,354,318,36,6.86,322.87,-6.92,-21.38,4130.96,0.17,16.14,1.23,7.22,0.9,906,40.47
1109,信大,14.85,14.9,14.85,-0.35,-2.3,417,7.43,-141,0,0,-141,0,0,0,0,0,0,0,0,0,0,0,0,214,-214,472,258,214,18.8,340.19,8.34,-21.62,4203.15,0.01,6.23,-0.15,6.06,0.49,414,34.12
1110,東泥,14.15,14.2,14.2,-0.2,-1.39,128,53.91,-39,0,0,-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,44.38,237.55,5.8,-10.21,2666.66,0.05,14.33,0.26,2.11,1.94,2772,57.2
1201,味全,12.05,12.1,12.05,-0.1,-0.82,536,29.14,-314,0,-1,-315,0,0,0,0,0,0,0,0,0,0,0,0,147,-147,560,413,147,30.9,1793.56,6.46,-3.42,21564.35,0.2,27.41,1.32,1.74,1.02,1286,50.61
1203,味王,42.5,42.85,42.55,-0.1,-0.23,22,31.82,-8,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,25.03,437.7,-5.83,-12.21,5340.21,0.49,34.47,2.41,2.35,0.01,6,24
1210,大成,52.8,52.9,52.9,0.3,0.57,2116,48.59,629,-49,-3,577,1489,970,519,0.24,1489,1489,0,0,0,0.7,0,156,345,-189,498,828,-330,13.39,9098.46,-1.21,4.32,103978.56,0.94,14.07,2.77,5.67,0.85,1909,89.48
1213,大飲,8.5,8.89,8.9,-0.05,-0.56,9,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,--,25.4,8.92,0.97,308.55,-0.37,-2,-3.29,0,--,0,5.66
1215,卜蜂,140,141,140,1.5,1.08,2308,56.62,-467,206,296,35,1960,1461,499,0.21,1960,1960,0,0,0,0.83,0,114,272,-158,288,630,-342,15.09,2316.77,-7.75,-2.92,28841.27,1.26,17.75,3.12,5,0.37,276,29.48
1216,統一,75.7,75.8,75.7,0.9,1.2,17510,60.69,11335,-707,-192,10436,16431,10747,5684,0.32,16431,16431,0,0,0,0.93,0,412,2277,-1865,851,4671,-3820,20.46,57480.11,0.18,2.26,679885.44,1.15,33.78,4.5,3.96,0.07,1011,568.2
1217,愛之味,9.49,9.5,9.5,-0.11,-1.14,1045,22.48,-538,0,0,-538,0,0,0,0,0,0,0,0,0,0,0,0,140,-140,1076,936,140,19.79,396.67,3.15,5.27,5036.36,-0.13,26.35,-0.76,2.63,1.01,1252,49.45
1218,泰山,18.45,18.5,18.45,-0.3,-1.6,1101,21.36,-522,0,8,-514,0,334,-334,-0.3,-334,0,0,0,334,0,0.3,60,243,-183,1058,541,517,12.3,844.39,-3.2,6.37,10321.74,0.32,17.14,1.24,7.15,1.29,1614,50
1219,福壽,12.8,12.85,12.8,-0.15,-1.16,1142,31.37,-170,0,5,-165,250,328,-78,-0.07,-328,0,0,0,328,0,0.29,99,300,-201,799,520,279,27.23,1221.79,-6.3,1.21,14422.57,0.11,7.81,-0.08,3.91,1.56,1333,34.12
1220,台榮,12,12.05,12,-0.1,-0.83,169,42.17,-43,0,0,-43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,232,0,600,300.8,15.5,12.86,3425.29,-0.17,7.79,-0.98,1.67,2.58,1144,17.71
1225,福懋油,29.2,29.25,29.25,-1,-3.31,322,14.42,-145,0,-6,-151,0,0,0,0,0,0,0,0,0,0,0,60,87,-27,267,240,27,17.11,1110.18,2.92,8.99,12346.23,0.44,9.3,2.82,3.42,11.79,7138,24.23
1227,佳格,28.5,28.55,28.5,-0.05,-0.18,886,24.29,-466,0,0,-466,50,297,-247,-0.27,-297,0,0,0,297,0,0.33,153,186,-33,696,416,280,19.66,1931.5,-8.11,-4.84,28668.11,0.52,23.44,2.51,4.7,0.46,1057,91.51
1229,聯華,39.4,39.45,39.45,-0.5,-1.25,5266,27.11,-1648,0,6,-1642,924,3185,-2261,-0.41,-3101,0,0,0,3101,0,0.56,723,709,14,3846,1599,2247,15.23,604.37,-35.18,-45.4,13275.29,0.55,23.32,1.33,5.07,0.63,2849,179.6
1231,聯華食,85.5,85.6,85.5,-0.3,-0.35,198,17.26,-41,0,-1,-42,16,19,-3,-0.01,-3,0,16,19,0,0.07,0.09,39,52,-13,165,149,16,19.43,1007.99,3.52,1,13099.76,1,21.66,4,2.92,0.35,264,29.85
1232,大統益,148.5,149,148.5,1,0.68,58,61.4,-8,0,0,-8,25,9,16,0.26,16,18,7,9,0,0.4,0.15,4,17,-13,33,36,-3,17.17,1890.2,-6.41,3.12,22067.12,2.33,13.69,6.17,4.85,0.01,4,16
1233,天仁,28.75,28.8,28.8,0,0,30,36.67,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,35.12,173.25,-1.37,2.59,2192.37,0.34,61.08,2.21,0.69,0.25,57,9.06
1234,黑松,33.75,33.8,33.75,-0.25,-0.74,271,29.48,-109,0,-3,-112,0,0,0,0,0,0,0,0,0,0,0,0,69,-69,284,215,69,20.09,685.65,-5.88,-14.24,9495.82,0.29,23.95,0.62,4.89,0.02,24,40.19
1235,興泰,39.6,40.5,39.6,-0.4,-1,28,25,-5,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,--,14.86,-45.08,3.02,214.7,-0.54,28.55,-4.06,2.53,1.72,810,18.86
1236,宏亞,24.4,24.5,24.45,-0.05,-0.2,11,55.56,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,--,122.25,18.38,-2.44,1839.97,0.23,28.09,0.8,6.75,1.02,221,8.67
1240,茂生農經,58.2,58.5,58.4,0.1,0.17,14,14.29,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,12.51,236.45,-11.88,11.59,2774.69,0.89,12.79,2.4,5.99,0.2,22,4.42
1256,鮮活果汁-KY,179,180,179.5,-5.5,-2.97,81,30.14,12,0,0,12,0,7,-7,-0.08,-7,0,0,0,7,0,0.08,21,22,-1,68,60,8,13.56,455.56,27.91,56.21,4684.7,3.24,30.39,2.85,3.68,3.29,294,3.58
1259,安心,57.2,59,59,1.8,3.15,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,10,0,26.34,488.5,-5.66,1.96,6125.47,0.06,22.76,0.07,2.03,0.56,45,3.24
1264,德麥,271.5,272,271.5,-0.5,-0.18,31,55.17,1,0,-21,-20,11,25,-14,-0.39,-10,6,0,6,10,0.17,0.44,7,0,7,18,11,7,13.07,630.34,12.03,11.03,6848.17,5.5,33.22,5.4,5.52,0,0,3.71
1268,漢來美食,158,158.5,158,-1,-0.63,44,40.91,1,0,0,1,8,14,-6,-0.13,-14,0,0,0,14,0,0.3,5,6,-1,33,26,7,13.62,514.78,-11.85,25.42,6584.17,5.87,48.89,10.21,5.06,0.18,19,4.22
1294,漢田生技,77.8,78.2,77.7,-0.1,-0.13,18,11.11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,15.89,76.65,0.71,5.99,836.25,1.41,36.8,5.01,6.44,1.91,146,3.06
1295,生合,50.6,50.8,50.6,-0.3,-0.59,44,29.55,-6,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,0,11.63,104.39,31.5,-10.24,1007.57,0.39,47.44,1.03,5.93,1.75,151,3.45
1301,台塑,45.65,45.7,45.7,-0.4,-0.87,16993,31.75,-6594,-21,-291,-6906,6947,12263,-5316,-0.31,-9526,1139,194,205,10654,0.08,0.63,2190,1582,608,8052,3344,4708,--,18326.27,5.6,13.31,172347.64,0.51,3.7,0.87,1.09,1.14,18122,636.57
1303,南亞,85.3,85.4,85.3,0,0,82757,52.21,-12874,-26,-658,-13558,60134,63997,-3863,-0.05,-6797,27082,9000,9981,32898,0.43,0.52,7453,6960,493,15702,12331,3371,36.93,27681.31,1.89,19.44,267452.16,1.8,11.94,3.8,0.94,2.35,46509,793.08
1304,台聚,12.25,12.3,12.25,-0.5,-3.92,6083,24.71,80,0,-58,22,1211,1937,-726,-0.12,-1937,0,0,0,1937,0,0.32,1192,1395,-203,3712,2783,929,--,4412.98,2.14,13.41,43289.29,-0.41,2.86,-2.76,1.22,4.16,12365,118.88
1305,華夏,12.5,12.55,12.5,-0.15,-1.19,2991,34.39,219,0,-22,197,1124,524,600,0.2,592,790,0,0,198,0.26,0.07,275,735,-460,1603,1743,-140,--,1192.32,10.17,43.35,9792.91,-0.21,1.97,-1.65,0.8,5.03,7301,58.11
1307,三芳,31.8,31.85,31.85,-0.05,-0.16,644,48.45,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,95,134,-39,553,514,39,11.62,981.26,-2.95,8.54,10913.96,0.97,32.59,3.89,6.91,1.7,1688,39.78
1308,亞聚,12.95,13,13,-0.3,-2.26,2517,29.95,121,0,-71,50,384,568,-184,-0.07,-368,100,0,0,468,0.04,0.18,467,407,60,1688,1564,124,--,512.06,7.43,16.25,5583.33,-0.2,5.66,-1.13,1.54,5.42,8047,59.37
1309,台達化,15.65,15.7,15.65,-0.45,-2.8,5127,38.95,210,0,-2,208,1703,1764,-61,-0.01,-1764,0,0,0,1764,0,0.34,763,658,105,2682,2727,-45,--,1262.51,-8.29,-8.24,13474.16,-0.53,-1.76,-3.69,0.96,8.3,8254,39.76
1310,台苯,7.9,7.92,7.9,-0.14,-1.74,3352,20.79,-618,0,-5,-623,0,327,-327,-0.1,-327,0,0,0,327,0,0.1,473,535,-62,2906,2517,389,--,891.39,4.31,5.29,8608.64,-0.94,8.94,-6.61,0,8.76,11566,52.79
1312,國喬,10.4,10.45,10.4,-0.25,-2.35,6496,31.31,-367,0,33,-334,1729,2519,-790,-0.12,-1855,120,252,200,2027,0.06,0.34,1206,1107,99,3591,2900,691,--,2489.49,-19.98,-5.46,24371.95,-1.17,-1.73,-4.14,0,5.81,16075,110.66
1313,聯成,10.45,10.5,10.5,-0.05,-0.47,3375,30.12,-622,0,-8,-630,1001,1046,-45,-0.01,-552,0,400,437,515,0.12,0.28,458,494,-36,1937,1856,81,--,5878.67,-9.41,5.52,60418.9,0.08,6.21,0.35,0.95,3.37,11368,133.08
1314,中石化,6.72,6.73,6.72,-0.19,-2.75,25713,24.91,-5189,0,-12,-5201,1789,10524,-8735,-0.34,-10524,0,0,0,10524,0,0.41,4275,3264,1011,19786,12062,7724,--,1556.46,10.83,-10.37,16626.02,-0.07,-7.12,-0.34,0,5.03,47623,378.49
1315,達新,60.5,61.1,60.5,-0.6,-0.98,35,34.29,-12,0,0,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,40.88,131.51,3.46,-14.17,2120.3,0.15,11,0.14,7.44,0.24,60,9.91
1316,上曜,10.6,10.65,10.6,-0.55,-4.93,4376,24.73,-1542,0,33,-1509,333,1649,-1316,-0.3,-1649,0,0,0,1649,0,0.37,391,847,-456,3676,1905,1771,--,683.94,4.3,115.49,5968.9,-0.19,32.15,0.3,0,11.73,11029,40.16
1319,東陽,78.6,78.7,78.6,-0.6,-0.76,2240,46.26,-172,-108,-13,-293,1268,890,378,0.17,744,981,0,0,237,0.43,0.1,292,490,-198,704,884,-180,14.11,2009.03,-1.78,-14.11,23102.93,1.62,32.51,3.22,6.36,3.73,5518,59.15
1321,大洋,29.3,29.35,29.35,-0.15,-0.51,151,46,-44,0,8,-36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,152,0,--,352.11,-5.51,10.96,3493.27,0.16,11.97,0.61,0,12.47,7086,22.72
1323,永裕,19.3,19.4,19.3,-0.05,-0.26,65,27.59,-8,0,0,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,66,0,34.46,186.58,-8.1,5.09,2034.03,0.36,18.63,1.26,4.66,0.51,116,9.13
1324,地球,10.25,10.35,10.3,0,0,53,36.73,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,--,51.22,-29.76,-24.22,702.64,-0.06,16.15,-0.5,0,7.75,1455,7.51
1325,恆大,26.4,26.45,26.45,-0.55,-2.04,255,19.69,-77,0,0,-77,0,0,0,0,0,0,0,0,0,0,0,65,32,33,192,225,-33,--,24.47,35.3,-13.39,262.13,-0.08,-20.01,-0.29,0,12.27,2616,8.53
1326,台化,44.45,44.5,44.45,-0.5,-1.11,11445,35.36,-1132,-6,-206,-1344,5264,7095,-1831,-0.16,-5515,0,1580,1738,5357,0.14,0.62,1234,1348,-114,5032,3088,1944,296.33,32101.07,-4.83,28.23,296941.81,1.07,7.74,1.65,1.35,1.09,15974,586.12
1336,台翰,13.45,13.5,13.45,-0.2,-1.47,99,20.21,-2,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,36.35,203.81,-4.85,-8.9,2411.46,0.1,12.26,0.4,1.93,13.32,2585,7.76
1337,再生-KY,4.8,4.81,4.8,-0.1,-2.04,636,22.24,-42,0,0,-42,0,0,0,0,0,0,0,0,0,0,0,0,110,-110,651,541,110,--,42.07,-32.04,-31.33,615.05,-0.43,-8.67,-3.14,0,31.23,21001,26.9
1338,廣華-KY,15.15,15.2,15.2,-0.25,-1.62,143,40.43,-14,0,1,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145,0,--,458.16,0.86,12.11,5200.28,-1.15,25.08,-1.37,1.97,11.05,2316,8.38
1339,昭輝,39.7,39.85,39.7,-0.75,-1.85,336,20.96,4,0,5,9,0,53,-53,-0.16,-53,0,0,0,53,0,0.16,86,56,30,255,231,24,9.39,141.13,0.81,-10.02,1543.54,2.78,24.62,5.41,6.3,3.37,624,7.41
