代碼,商品,買進,賣出,成交,漲跌,漲幅%,總量,內外盤比%,外資買賣超,投信買賣超,自營商買賣超,法人買賣超,控盤者買進,控盤者賣出,控盤者買賣超,控盤者買賣超比,控盤者主動買賣超,控盤者拉高買盤,控盤者作多買盤,控盤者偏空賣盤,控盤者殺低賣盤,控盤者主動買力,控盤者主動賣力,實戶買進,實戶賣出,實戶買賣超,散戶買進,散戶賣出,散戶買賣超,PE(市盈率),營收,營收期增率%,營收年增率%,營收(12),盈餘,毛利率%,ROE%,殖利率%,融資使用率%,融資餘額,股本
1101,台泥,24.2,24.25,24.2,0.15,0.62,27756,50.86,-8331,12,514,-7805,22981,23175,-194,-0.01,22981,22981,0,0,0,0.83,0,830,1152,-322,4038,3522,516,--,12213.2,-1.61,-3.69,148481.34,0.1,18.72,0.4,3.31,1.66,31203,752.32
1102,亞泥,34.8,34.85,34.8,0.45,1.31,9423,43.36,959,139,37,1135,8158,6357,1801,0.19,7835,7931,227,323,0,0.86,0.03,514,959,-445,775,2131,-1356,11.68,5694.46,6.45,-9.27,68693.16,0.56,12.96,0.89,6.61,0.15,1323,354.66
1103,嘉泥,13,13.1,13.05,0.15,1.16,150,45.59,-8,0,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,153,0,19.77,207.62,-14.46,-23.55,2887.3,0.08,21.15,0.27,4.21,2.09,4131,79.02
1104,環泥,27.45,27.6,27.45,0.1,0.37,303,55.03,17,0,-1,16,0,0,0,0,0,0,0,0,0,0,0,80,82,-2,233,231,2,10.72,635.96,9.5,-8.98,7689.7,0.41,27.95,1.14,6.74,0.61,1043,68.67
1108,幸福,13.75,13.8,13.8,0.1,0.73,165,66.25,27,0,-8,19,0,0,0,0,0,0,0,0,0,0,0,50,0,50,119,169,-50,6.83,322.87,-6.92,-21.38,4130.96,0.17,16.14,1.23,7.25,0.75,758,40.47
1109,信大,14.55,14.6,14.6,0,0,174,27.01,-7,0,-3,-10,0,0,0,0,0,0,0,0,0,0,0,0,40,-40,181,141,40,18.48,340.19,8.34,-21.62,4203.15,0.01,6.23,-0.15,6.16,0.36,311,34.12
1110,東泥,14.2,14.25,14.2,0,0,91,60.92,-18,0,0,-18,0,0,0,0,0,0,0,0,0,0,0,36,0,36,55,91,-36,44.38,237.55,5.8,-10.21,2666.66,0.05,14.33,0.26,2.11,1.94,2776,57.2
1201,味全,11.95,12,12,0,0,333,35.05,77,0,0,77,0,0,0,0,0,0,0,0,0,0,0,43,0,43,298,341,-43,30.77,1793.56,6.46,-3.42,21564.35,0.2,27.41,1.32,1.75,1,1268,50.61
1203,味王,40.75,41.2,40.75,0,0,6,33.33,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,23.97,437.7,-5.83,-12.21,5340.21,0.49,34.47,2.41,2.45,0.01,6,24
1210,大成,53.5,53.6,53.5,0.7,1.33,2525,48.74,1278,-102,39,1215,1757,822,935,0.37,1757,1757,0,0,0,0.69,0,263,559,-296,534,1173,-639,13.54,9098.46,-1.21,4.32,103978.56,0.94,14.07,2.77,5.61,0.84,1880,89.48
1213,大飲,8.02,8.2,8.2,-0.34,-3.98,57,17.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,57,0,--,25.4,8.92,0.97,308.55,-0.37,-2,-3.29,0,--,0,5.66
1215,卜蜂,141.5,142,141.5,0,0,1197,55.2,-309,-82,162,-229,963,802,161,0.13,606,801,0,0,195,0.66,0.16,80,131,-51,179,288,-109,15.25,2316.77,-7.75,-2.92,28841.27,1.26,17.75,3.12,4.95,0.36,262,29.48
